Product ID,Variant ID,Handle,Title,Body (HTML),Vendor,Type,Tags,Status,Product Category ID,Product Category Name,Product Category Full Path,Created At,Updated At,SEO Title,SEO Description,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Barcode,Variant Tax Code,Variant Inventory Policy,Inventory Item ID,Cost per item,Variant Grams,Variant Weight Unit,Image URLs,Image Alt Text,Last Synced,Delete,Sync Status,custom.dsxdcfvgbhn,custom.test,custom.test3,custom.test_2,test_data.binding_mount,test_data.snowboard_length,Inventory Qty - My Custom Location,Inventory Qty - Shop location,Collection Names,Collection Handles,global.title_tag,global.description_tag,test_data.snowboard_weight
gid://shopify/Product/14902666625391,gid://shopify/ProductVariant/52714026074479,the-hidden-snowboard,The Hidden Snowboard,,Snowboard Vendor,snowboard,"Premium, Snow, Snowboard, Sport, Winter",ACTIVE,,,,2026-02-28T07:39:28Z,2026-03-27T09:33:46Z,Hidden Snowboard,hidden snowboard winter sport snowboarding,Title,Default Title,,,,,,749.95,,,,DENY,gid://shopify/InventoryItem/53916365947247,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/Main_c8ff0b5d-c712-429a-be00-b29bd55cbc9d.jpg?v=1772264370,"The top view and bottom view of a snowboard. The top view is black with a singular peach cube.
        The bottom view has a graphic of a stack of blocks in a gradient from light blue",2026-03-27T09:38:16.406032+00:00,,,1,faaaaaa,,taaaaaa,,,0,50,Automated Collection,automated-collection,Hidden Snowboard,hidden snowboard winter sport snowboarding,"{""value"":8.0,""unit"":""POUNDS""}"
gid://shopify/Product/14902666658159,gid://shopify/ProductVariant/52714026533231,the-multi-location-snowboard,The Multi-location Snowboard,,gunjanck,snowboard,"Premium, Snow, Snowboard, Sport, Winter",ACTIVE,,,,2026-02-28T07:39:29Z,2026-02-28T19:39:35Z,,,Title,Default Title,,,,,,729.95,,,,DENY,gid://shopify/InventoryItem/53916366438767,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/Main_0a4e9096-021a-4c1e-8750-24b233166a12.jpg?v=1772264370,"Top and bottom view of a snowboard. The top view shows a pixelated Shopify bag logo and a
        pixelated character reviewing a clipboard with a questioning expression with a bright green-blue background.
        The bottom view is a pattern of many pixel characters with a bright green-blue background.",2026-03-27T09:38:16.406032+00:00,,,,,,,,,50,50,Automated Collection,automated-collection,,,
gid://shopify/Product/14902666690927,gid://shopify/ProductVariant/52714026565999,the-multi-managed-snowboard,The Multi-managed Snowboard jfgh,,Multi-managed Vendor,snowboard,"Premium, Snow, Snowboard, Sport, Winter",ACTIVE,,,,2026-02-28T07:39:29Z,2026-03-27T09:36:00Z,,,Title,Default Title,,,,,sku-managed-1,629.95,,,,DENY,gid://shopify/InventoryItem/53916366471535,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/Main_9129b69a-0c7b-4f66-b6cf-c4222f18028a.jpg?v=1772264371,"Top and bottom view of a snowboard. The top view shows an illustration with varied outlined shapes
        in black. The bottom view shows a black box character with an H pointing",2026-03-27T09:38:16.406032+00:00,,,,,,,,"{""value"":159.0,""unit"":""CENTIMETERS""}",0,50,Automated Collection,automated-collection,,,
gid://shopify/Product/14902666723695,gid://shopify/ProductVariant/52730355220847,the-3p-fulfilled-snowboard,snoboRD,ADBSHSHV HBV DN FVHDB DBF UDN UD,gunjanck,snowboard,"Accessory, blue, Sport, Winter",ACTIVE,,,,2026-02-28T07:39:29Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,sku-hosted-1,0.00,,,,DENY,gid://shopify/InventoryItem/53932750537071,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/Main_a7c4671e-3cdf-4282-a0c7-dd403da78b3d.jpg?v=1772786462,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,10000,,,,,
gid://shopify/Product/14902666756463,gid://shopify/ProductVariant/52714026598767,the-collection-snowboard-oxygen,The Collection Snowboard: Oxygen,,Hydrogen Vendor,snowboard,"Accessory, Sport, Winter",ACTIVE,,,,2026-02-28T07:39:29Z,2026-03-27T09:33:41Z,,,Title,Default Title,,,,,,1025.00,,,,DENY,gid://shopify/InventoryItem/53916366504303,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/Main_d624f226-0a89-4fe1-b333-0d1548b43c06.jpg?v=1772264371,Top and bottom view of a snowboard. The top view shows a stylized scene of trees,2026-03-27T09:38:16.406032+00:00,,,,,,,Optimistic,,0,50,Hydrogen,hydrogen,,,
gid://shopify/Product/14902666789231,gid://shopify/ProductVariant/52714026697071,the-collection-snowboard-liquid,The Collection Snowboard: Liquid,,Hydrogen Vendor,snowboard,"Accessory, Sport, Winter",ACTIVE,,,,2026-02-28T07:39:30Z,2026-03-27T09:33:47Z,,,Title,Default Title,,,,,,749.95,,,,DENY,gid://shopify/InventoryItem/53916366602607,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/Main_b13ad453-477c-4ed1-9b43-81f3345adfd6.jpg?v=1772264372,Top and bottom view of a snowboard. The top view shows a stylized scene of water,2026-03-27T09:38:16.406032+00:00,,,,,,,Optimistic,,0,50,"Automated Collection, Hydrogen","automated-collection, hydrogen",,,
gid://shopify/Product/14905678791023,gid://shopify/ProductVariant/52737782448495,test-product,Test Product ghjk,,gunjanck,,,ACTIVE,,,,2026-03-06T06:52:21Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,299998.99,,,,DENY,gid://shopify/InventoryItem/53940236190063,,0.0,POUNDS,,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,0,,,,,
gid://shopify/Product/14905757434223,gid://shopify/ProductVariant/52737779925359,laptop-pro,Laptop Pro,,TechCorp,Electronics,,ACTIVE,,,,2026-03-06T08:26:43Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,999999.00,,,,DENY,gid://shopify/InventoryItem/53940233666927,,0.0,POUNDS,,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,999998,,,,,
gid://shopify/Product/14905757565295,gid://shopify/ProductVariant/52740581491055,usb-c-cable,USB-C Cable,,TechCorp,Cables,,ACTIVE,,,,2026-03-06T08:26:47Z,2026-03-27T09:33:47Z,,,Title,Default Title,,,,,,465780.00,,,,DENY,gid://shopify/InventoryItem/53943042638191,,0.0,POUNDS,,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,10,,,,,
gid://shopify/Product/14905757630831,gid://shopify/ProductVariant/52730339819887,monitor-stand,Monitor Stand,,Office Supplies,Furniture,,ACTIVE,,,,2026-03-06T08:26:48Z,2026-03-27T09:33:47Z,,,Title,Default Title,,,,,,0.00,,,,DENY,gid://shopify/InventoryItem/53932735136111,,0.0,POUNDS,,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,0,,,,,
gid://shopify/Product/14905757663599,gid://shopify/ProductVariant/52740578967919,mechanical-keyboard,Mechanical Keyboard,,TechCorp,Peripherals,,ACTIVE,,,,2026-03-06T08:26:50Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,2990.00,,,,DENY,gid://shopify/InventoryItem/53943040115055,,0.0,POUNDS,,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,50,,,,,
gid://shopify/Product/14905764282735,gid://shopify/ProductVariant/52730347028847,gyproc-gypboard-plain-gypsum-board-12-5-mm-1219-1829-mm-tapered-edge,Gyproc Gypboard Plain Gypsum Board – 12.5 mm | 1219 × 1829 mm | Tapered Edge,"<!-- SHORT PRODUCT DESCRIPTION (ABOVE THE FOLD) -->
<p><strong>Gyproc Gypboard® Plain</strong> is a standard gypsum plasterboard designed for interior walls and ceilings where normal fire, structural, and acoustic performance is required. It features a high-quality aerated gypsum core firmly bonded to durable paper liners, ensuring strength, stability, and a smooth surface finish.</p>
<br><br><br><br><br><br><!-- PRODUCT OVERVIEW -->
<h3>Product Overview</h3>
<p>Gyproc Gypboard® Plain is a standard plasterboard suitable for a wide range of dry construction applications. It is manufactured with an aerated gypsum core that is firmly bonded to strong paper liners, providing consistent performance, dimensional stability, and ease of installation.</p>
<p>This board is ideal for internal partitions, wall linings, and ceiling systems where standard fire resistance and acoustic performance are specified.</p>
<!-- KEY FEATURES -->
<h3>Key Features &amp; Benefits</h3>
<ul>
<li>Standard gypsum board for everyday interior applications</li>
<li>Smooth surface suitable for painting, wallpapering, and decorative finishes</li>
<li>Compatible with metal framing and drywall systems</li>
<li>Reliable fire and acoustic performance under normal conditions</li>
<li>Easy cutting, handling, and installation</li>
<li>Manufactured as per Indian and international standards</li>
</ul>
<!-- RECOMMENDED APPLICATIONS -->
<h3>Recommended Applications</h3>
<ul>
<li>Internal partition walls</li>
<li>Wall linings in residential and commercial buildings</li>
<li>False ceilings and soffits</li>
<li>Offices, retail spaces, homes, and institutions</li>
<li>Areas where normal fire, structural, and acoustic performance is required</li>
</ul>
<p><em>Not suitable for high-humidity or damp areas.</em></p>
<!-- TECHNICAL SPECIFICATIONS -->
<h3>Technical Specifications</h3>
<table width=""100%"" cellspacing=""0"" cellpadding=""8"" border=""1"">
<tbody>
<tr>
<th align=""left"">Parameter</th>
<th align=""left"">Value</th>
</tr>
<tr>
<td>Thickness</td>
<td>12.5 mm</td>
</tr>
<tr>
<td>Width</td>
<td>1219 mm</td>
</tr>
<tr>
<td>Length</td>
<td>1829 mm</td>
</tr>
<tr>
<td>Edge Type</td>
<td>Tapered (Longitudinal)</td>
</tr>
<tr>
<td>Thermal Conductivity (k)</td>
<td>0.16 W/m·K</td>
</tr>
<tr>
<td>Ignitability (BS 476 – Part 5)</td>
<td>Class P</td>
</tr>
<tr>
<td>Surface Spread of Flame (BS 476 – Part 7)</td>
<td>Class 1</td>
</tr>
<tr>
<td>Flexural Strength – Transverse</td>
<td>&gt;180 N</td>
</tr>
<tr>
<td>Flexural Strength – Longitudinal</td>
<td>&gt;500 N</td>
</tr>
</tbody>
</table>
<p><strong>Product Data Sheet Reference:</strong> PB01 – Gypboard® Plain</p>
<!-- STANDARDS -->
<h3>Standards &amp; Compliance</h3>
<ul>
<li>IS 2095 (Part 1): 2011</li>
<li>EN 520: 2004</li>
</ul>
<hr><!-- HANDLING & STORAGE -->
<h3>Handling &amp; Storage Guidelines</h3>
<ul>
<li>Store boards flat on a level surface</li>
<li>Keep in a dry, covered area protected from weather</li>
<li>Avoid exposure to temperatures above 49°C</li>
<li>Ensure cross-ventilation during storage</li>
<li>Handle boards carefully to prevent edge damage</li>
</ul>
<p><strong>Product Data Sheet Reference:</strong> PB01 – Gypboard® Plain</p>
<hr><!-- LIMITATIONS -->
<h3>Limitations &amp; Important Notes</h3>
<ul>
<li>Not suitable for high-humidity or damp locations</li>
<li>Not recommended where condensation risk is high</li>
</ul>
<p>For bathrooms, kitchens, or wet areas, use moisture-resistant gypsum boards.</p>
<hr><!-- WHAT'S INCLUDED -->
What’s Included
<ul>
<li>1 × Gyproc Gypboard® Plain Gypsum Board (12.5 × 1219 × 1829 mm)</li>
</ul>",SpaceBanao,Boards,"12.5mm Board, Ceiling Solution, Drywall Board, False Ceiling Board, Gypboard Plain, Gyproc, Gypsum Board, Partition Board, Tapered Edge",DRAFT,,,,2026-03-06T08:32:07Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,777.00,,,,DENY,gid://shopify/InventoryItem/53932742345071,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/gyproc-gypsum-plain-board.jpg?v=1772785927,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
